timestamp,open,high,low,close,volume,bid,ask,body_size,body_percent,sma_5,ema_5,sma_10,ema_10,sma_20,ema_20,sma_50,ema_50,macd,macd_signal,macd_hist,rsi_14,slowk,slowd,atr,bb_upper,bb_middle,bb_lower,pattern_doji,pattern_hammer,pattern_hanging_man,pattern_engulfing,pattern_evening_star,pattern_morning_star,pattern_shooting_star,pattern_inverted_hammer,pattern_harami,pattern_three_outside,pattern_three_inside,pattern_dark_cloud_cover,pattern_piercing,pattern_spinning_top,pattern_marubozu,bullish_pattern,bearish_pattern,pattern_signal,adx
2025-05-08 07:28:52.827772,1.128785,1.128785,1.128785,1.128785,0.0,1.12873,1.12884,0.0,0.0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2025-05-08 07:28:55.345421,1.12883,1.12883,1.12883,1.12883,0.0,1.12879,1.12887,0.0,0.0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2025-05-08 07:28:58.101955,1.128795,1.128795,1.128795,1.128795,0.0,1.12879,1.1288,0.0,0.0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2025-05-08 07:28:58.123892,1.128795,1.128795,1.128795,1.128795,0.0,1.12879,1.1288,0.0,0.0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2025-05-08 07:28:58.261260,1.128795,1.128795,1.128795,1.128795,0.0,1.12879,1.1288,0.0,0.0,1.1288,1.1288,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2025-05-08 07:28:58.350554,1.128795,1.128795,1.128795,1.128795,0.0,1.12879,1.1288,0.0,0.0,1.128802,1.1287983333333333,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2025-05-08 07:28:58.502012,1.128795,1.128795,1.128795,1.128795,0.0,1.12879,1.1288,0.0,0.0,1.1287950000000002,1.1287972222222222,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2025-05-08 07:29:01.106688,1.128885,1.128885,1.128885,1.128885,0.0,1.12882,1.12895,0.0,0.0,1.1288130000000003,1.1288264814814815,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2025-05-08 07:29:03.830624,1.128905,1.128905,1.128905,1.128905,0.0,1.12883,1.12898,0.0,0.0,1.128835,1.1288526543209876,,,,,,,,,,,66.66666666666667,35.802469135814654,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2025-05-08 07:29:03.888877,1.128905,1.128905,1.128905,1.128905,0.0,1.12883,1.12898,0.0,0.0,1.128857,1.1288701028806585,1.1288285,1.1288285,,,,,,,,,100.0,66.66666666666667,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2025-05-08 07:29:03.947067,1.128905,1.128905,1.128905,1.128905,0.0,1.12883,1.12898,0.0,0.0,1.128879,1.1288817352537723,1.1288405,1.128842409090909,,,,,,,,,100.0,88.88888888888887,,,,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2025-05-08 07:29:04.031309,1.128905,1.128905,1.128905,1.128905,0.0,1.12883,1.12898,0.0,0.0,1.1289009999999997,1.1288894901691815,1.1288479999999999,1.1288537892561983,,,,,,,,,100.0,99.99999999999999,,,,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2025-05-08 07:29:04.223663,1.128905,1.128905,1.128905,1.128905,0.0,1.12883,1.12898,0.0,0.0,1.1289049999999996,1.1288946601127876,1.1288589999999998,1.1288631003005258,,,,,,,,,66.66666666666667,88.88888888888887,,,,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2025-05-08 07:29:06.857100,1.128835,1.128835,1.128835,1.128835,0.0,1.12883,1.12884,0.0,0.0,1.1288909999999999,1.1288747734085252,1.1288629999999997,1.1288579911549756,,,,,,,,,33.333333333333336,66.66666666666666,,,,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2025-05-08 07:29:09.505917,1.128895,1.128895,1.128895,1.128895,0.0,1.12884,1.12895,0.0,0.0,1.1288889999999998,1.1288815156056835,1.1288729999999998,1.1288647200358892,,,,,,,,67.18750000000325,28.57142857139836,42.85714285713278,2.2857142857149855e-05,,,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2025-05-08 07:29:09.628303,1.128895,1.128895,1.128895,1.128895,0.0,1.12884,1.12895,0.0,0.0,1.128887,1.128886010403789,1.1288829999999996,1.1288702254839094,,,,,,,,67.18750000000325,57.14285714279672,39.682539682509464,2.1224489795924866e-05,,,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2025-05-08 07:29:09.673984,1.128845,1.128845,1.128845,1.128845,0.0,1.12884,1.12885,0.0,0.0,1.128875,1.1288723402691927,1.1288879999999997,1.1288656390322895,,,,,,,,56.88008766439645,61.90476190473169,49.206349206308914,2.327988338192191e-05,,,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2025-05-08 07:29:09.706668,1.128845,1.128845,1.128845,1.128845,0.0,1.12884,1.12885,0.0,0.0,1.1288630000000002,1.1288632268461285,1.1288839999999998,1.128861886480964,,,,,,,,56.88008766439646,38.888888888930005,52.645502645486125,2.1617034568927487e-05,,,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2025-05-08 07:29:09.911547,1.128845,1.128845,1.128845,1.128845,0.0,1.12884,1.12885,0.0,0.0,1.128865,1.1288571512307524,1.1288779999999998,1.128858816211698,,,,,,,,56.88008766439646,10.317460317531646,37.03703703706444,2.0072960671146952e-05,,,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2025-05-08 07:29:12.587674,1.128835,1.128835,1.128835,1.128835,0.0,1.12883,1.12884,0.0,0.0,1.128853,1.1288497674871683,1.1288709999999997,1.1288544859913892,1.1288497499999997,1.1288497499999997,,,,,,54.780792409699366,5.555555555596674,18.25396825401943,1.935346348035542e-05,1.1289399428722435,1.1288497499999997,1.1287595571277558,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2025-05-08 07:29:15.192597,1.128835,1.128835,1.128835,1.128835,0.0,1.12883,1.12884,0.0,0.0,1.1288410000000002,1.1288448449914454,1.1288639999999999,1.1288509430838638,1.1288522499999996,1.1288483452380949,,,,,,54.780792409699366,-1.1842378929335002e-15,5.2910052910427625,1.7971073231758603e-05,1.128937776341111,1.1288522499999996,1.128766723658888,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2025-05-08 07:29:15.342530,1.128835,1.128835,1.128835,1.128835,0.0,1.12883,1.12884,0.0,0.0,1.1288390000000004,1.1288415633276303,1.128857,1.1288480443413431,1.1288524999999994,1.128847074263038,,,,,,54.780792409699366,-1.1842378929335002e-15,1.8518518518655467,1.6687425143775847e-05,1.128937793647917,1.1288524999999994,1.1287672063520817,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2025-05-08 07:29:15.386107,1.128835,1.128835,1.128835,1.128835,0.0,1.12883,1.12884,0.0,0.0,1.1288370000000003,1.1288393755517536,1.1288500000000001,1.128845672642917,1.1288544999999994,1.128845924333225,,,,,,54.780792409699366,-1.1842378929335002e-15,-1.1645005947179421e-14,1.5495466204934717e-05,1.1289361027315175,1.1288544999999994,1.1287728972684814,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2025-05-08 07:29:15.447066,1.128835,1.128835,1.128835,1.128835,0.0,1.12883,1.12884,0.0,0.0,1.1288350000000005,1.1288379170345024,1.1288500000000001,1.1288437321623868,1.1288564999999993,1.128844883920537,,,,,,54.780792409699366,-1.1842378929335002e-15,-1.1645005947179421e-14,1.4388647190296523e-05,1.1289340306772517,1.1288564999999993,1.1287789693227468,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2025-05-08 07:29:15.620424,1.128835,1.128835,1.128835,1.128835,0.0,1.12883,1.12884,0.0,0.0,1.1288350000000005,1.1288369446896682,1.1288440000000002,1.1288421444964982,1.1288584999999993,1.1288439425947716,,,,,,54.780792409699366,-1.1842378929335002e-15,-1.1645005947179421e-14,1.3360886676703913e-05,1.1289315137313847,1.1288584999999993,1.128785486268614,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2025-05-08 07:29:18.340242,1.128835,1.128835,1.128835,1.128835,0.0,1.12883,1.12884,0.0,0.0,1.1288350000000005,1.128836296459779,1.1288380000000002,1.1288408454971348,1.1288604999999992,1.128843090919079,,,,,,54.78079240969937,-1.1842378929335002e-15,-1.1645005947179421e-14,1.240653762836792e-05,1.1289284632732473,1.1288604999999992,1.128792536726751,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2025-05-08 07:29:20.912773,1.128845,1.128845,1.128845,1.128845,0.0,1.12884,1.12885,0.0,0.0,1.1288370000000003,1.1288391976398526,1.1288380000000002,1.128841600861292,1.128862999999999,1.1288432727363096,,,,,,57.42079068450563,33.333333333333336,11.1111111111111,1.2234642083489176e-05,1.1289245142819635,1.128862999999999,1.1288014857180346,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2025-05-08 07:29:21.027946,1.128845,1.128845,1.128845,1.128845,0.0,1.12884,1.12885,0.0,0.0,1.1288390000000004,1.1288411317599019,1.1288380000000002,1.1288422188865117,1.1288609999999992,1.1288434372376135,,,,,,57.42079068450563,66.66666666666667,33.33333333333332,1.1360739077525662e-05,1.12892212287764,1.1288609999999992,1.1287998771223584,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.563691554886777
2025-05-08 07:29:21.072935,1.128845,1.128845,1.128845,1.128845,0.0,1.12884,1.12885,0.0,0.0,1.1288410000000002,1.128842421173268,1.1288380000000002,1.1288427245435095,1.1288579999999993,1.1288435860721264,,,,,,57.42079068450563,100.0,66.66666666666666,1.0549257714845258e-05,1.1289160000514016,1.1288579999999993,1.128799999948597,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.568920372874885
2025-05-08 07:29:21.148433,1.128845,1.128845,1.128845,1.128845,0.0,1.12884,1.12885,0.0,0.0,1.1288430000000003,1.1288432807821787,1.1288390000000001,1.1288431382628714,1.1288549999999993,1.128843720731924,,,,,,57.42079068450563,100.0,88.88888888888887,9.795739306642026e-06,1.1289090370758887,1.1288549999999993,1.1288009629241098,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.573775703863841
2025-05-08 07:29:21.365135,1.128845,1.128845,1.128845,1.128845,0.0,1.12884,1.12885,0.0,0.0,1.128845,1.1288438538547858,1.12884,1.128843476760531,1.1288519999999995,1.128843842566979,,,,,,57.42079068450563,66.66666666666667,88.88888888888887,9.09604364188188e-06,1.1289010306355116,1.1288519999999995,1.1288029693644874,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.578284225496443
2025-05-08 07:29:24.060648,1.128865,1.128865,1.128865,1.128865,0.0,1.12886,1.12887,0.0,0.0,1.1288490000000002,1.1288509025698572,1.128843,1.1288473900767981,1.1288499999999995,1.1288458575606,,,,,,63.58059546703721,66.66666666666667,77.77777777777777,9.874897667455245e-06,1.1288931277602776,1.1288499999999995,1.1288068722397213,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.499506649441903
2025-05-08 07:29:26.621056,1.128765,1.128765,1.128765,1.128765,0.0,1.12876,1.12877,0.0,0.0,1.1288330000000002,1.1288222683799047,1.128836,1.1288324100628349,1.1288429999999996,1.1288381568405428,,,,,,35.73999739941357,33.333333333333336,55.55555555555555,1.631240497692194e-05,1.1288930400073818,1.1288429999999996,1.1287929599926174,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.504209869278274
2025-05-08 07:29:26.739916,1.128795,1.128795,1.128795,1.128795,0.0,1.12873,1.12886,0.0,0.0,1.1288230000000001,1.1288131789199365,1.1288319999999998,1.1288256082332284,1.1288409999999998,1.1288340466652529,,,-8.053295685872541e-06,-8.869710400964218e-07,-7.166324645776119e-06,43.70409723341842,43.33333333332593,47.777777777775306,1.7290090335711407e-05,1.1288951848840914,1.1288409999999998,1.1287868151159082,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.26822810573995
2025-05-08 07:29:26.744222,1.128795,1.128795,1.128795,1.128795,0.0,1.12873,1.12886,0.0,0.0,1.1288130000000003,1.1288071192799576,1.128828,1.1288200430999142,1.1288359999999997,1.1288303279352288,,,-1.0229110153359144e-05,-2.7553988627489667e-06,-7.473711290610178e-06,43.70409723341842,19.9999999999852,32.22222222221482,1.605508388316059e-05,1.1288877300930857,1.1288359999999997,1.1287842699069137,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.049102182454366
2025-05-08 07:29:26.824899,1.128795,1.128795,1.128795,1.128795,0.0,1.12873,1.12886,0.0,0.0,1.1288030000000002,1.1288030795199717,1.1288239999999998,1.1288154898090208,1.1288309999999997,1.1288269633699688,,,-1.18172370420222e-05,-4.567766498603613e-06,-7.249470543418586e-06,43.70409723341842,29.9999999999778,31.111111111096307,1.490829217722055e-05,1.1288780744356588,1.1288309999999997,1.1287839255643406,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.845628110832035
2025-05-08 07:29:27.028472,1.128725,1.128725,1.128725,1.128725,0.0,1.12872,1.12873,0.0,0.0,1.1287750000000003,1.1287770530133145,1.1288119999999997,1.1287990371164716,1.1288249999999995,1.1288172525728288,,,-1.8510872216381813e-05,-7.3563876421592535e-06,-1.115448457422256e-05,32.10744684624559,19.9999999999852,23.333333333316062,1.8843414164562975e-05,1.1288904217320055,1.1288249999999995,1.1287595782679936,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.324815998298426
2025-05-08 07:29:30.229906,1.128745,1.128745,1.128745,1.128745,0.0,1.12874,1.12875,0.0,0.0,1.1287710000000004,1.1287663686755431,1.1288019999999999,1.128789212186204,1.1288199999999995,1.1288103713754165,,,-2.1948781572689313e-05,-1.0274866428265265e-05,-1.1673915144424048e-05,37.23210187297307,19.523809523862543,23.17460317460851,1.8926027438532123e-05,1.128893348504481,1.1288199999999995,1.128746651495518,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.952601024460808
2025-05-08 07:29:32.518656,1.128735,1.128735,1.128735,1.128735,0.0,1.12873,1.12874,0.0,0.0,1.1287590000000003,1.128755912450362,1.1287909999999999,1.128779355425076,1.1288144999999994,1.1288031931491864,,,-2.5189892532084812e-05,-1.3257871649029175e-05,-1.1932020883055637e-05,35.777940771763575,14.285714285804916,17.936507936550882,1.8288454050070225e-05,1.1288956110597153,1.1288144999999994,1.1287333889402835,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.744225229192416
