timestamp,open,high,low,close,volume,bid,ask,body_size,body_percent,sma_5,ema_5,sma_10,ema_10,sma_20,ema_20,sma_50,ema_50,macd,macd_signal,macd_hist,rsi_14,slowk,slowd,atr,bb_upper,bb_middle,bb_lower,pattern_doji,pattern_hammer,pattern_hanging_man,pattern_engulfing,pattern_evening_star,pattern_morning_star,pattern_shooting_star,pattern_inverted_hammer,pattern_harami,pattern_three_outside,pattern_three_inside,pattern_dark_cloud_cover,pattern_piercing,pattern_spinning_top,pattern_marubozu,bullish_pattern,bearish_pattern,pattern_signal,adx
2025-05-07 19:16:18.527432,1.131085,1.131085,1.131085,1.131085,0,1.13108,1.13109,0.0,0.0,1.1310649999999998,1.1310645829903978,1.1310350000000002,1.131035909090909,,,,,,,,,95.23809523815565,89.41798941797487,,,,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2025-05-07 19:16:20.065045,1.131135,1.131135,1.131135,1.131135,0,1.13113,1.13114,0.0,0.0,1.1310829999999996,1.1310880553269318,1.1310510000000003,1.1310539256198346,,,,,,,,,95.23809523815565,91.53439153442453,,,,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2025-05-07 19:16:23.010060,1.131135,1.131135,1.131135,1.131135,0,1.13113,1.13114,0.0,0.0,1.1311029999999995,1.1311037035512879,1.1310640000000003,1.1310686664162284,,,,,,,,,100.0,96.82539682543711,,,,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2025-05-07 19:16:24.134750,1.131165,1.131165,1.131165,1.131165,0,1.13116,1.13117,0.0,0.0,1.1311189999999995,1.1311241357008586,1.1310790000000002,1.1310861816132778,,,,,,,,,100.0,98.41269841271856,,,,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2025-05-07 19:16:24.766695,1.131165,1.131165,1.131165,1.131165,0,1.13116,1.13117,0.0,0.0,1.1311369999999996,1.1311377571339056,1.1310940000000003,1.1311005122290454,,,,,,,,87.50000000001157,100.0,100.0,1.7142857142858426e-05,,,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2025-05-07 19:16:26.183264,1.131135,1.131135,1.131135,1.131135,0,1.13113,1.13114,0.0,0.0,1.1311469999999997,1.1311368380892703,1.1311060000000004,1.1311067827328554,,,,,,,,77.11864406781528,66.66666666666667,88.8888888888889,1.8061224489795285e-05,,,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2025-05-07 19:16:29.218881,1.131165,1.131165,1.131165,1.131165,0,1.13116,1.13117,0.0,0.0,1.1311529999999996,1.1311462253928468,1.1311180000000003,1.131117367690518,,,,,,,,79.71098265897422,66.66666666666667,77.77777777777779,1.89139941690938e-05,,,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2025-05-07 19:16:30.084984,1.131175,1.131175,1.131175,1.131175,0,1.13117,1.13118,0.0,0.0,1.1311609999999996,1.1311558169285645,1.1311320000000002,1.131127846292242,,,,,,,,80.50388811350084,66.66666666666667,66.66666666666669,1.8277280299877494e-05,,,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2025-05-07 19:16:31.210099,1.131155,1.131155,1.131155,1.131155,0,1.13115,1.13116,0.0,0.0,1.1311589999999996,1.1311555446190429,1.1311390000000001,1.1311327833300162,,,,,,,,74.25369891693215,83.33333333324082,72.2222222221914,1.840033170703846e-05,,,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2025-05-07 19:16:32.433613,1.131115,1.131115,1.131115,1.131115,0,1.13111,1.13112,0.0,0.0,1.1311489999999995,1.1311420297460286,1.131143,1.131129549997286,1.131084,1.131084,,,,,,63.61579746994968,49.99999999990748,66.666666666605,1.994316515652271e-05,1.131216649915991,1.131084,1.130951350084009,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2025-05-07 19:16:35.431770,1.131115,1.131115,1.131115,1.131115,0,1.13111,1.13112,0.0,0.0,1.1311449999999996,1.1311330198306857,1.1311459999999998,1.131126904543234,1.1310905000000002,1.1310869523809524,,,,,,63.61579746994968,16.666666666574145,49.999999999907494,1.8518653359628232e-05,1.1312156359167231,1.1310905000000002,1.1309653640832773,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2025-05-07 19:16:36.085647,1.131125,1.131125,1.131125,1.131125,0,1.13112,1.13113,0.0,0.0,1.1311369999999994,1.1311303465537905,1.1311449999999996,1.131126558262646,1.1310980000000002,1.1310905759637189,,,,,,65.06685596411297,5.5555555554733145,24.074074073985,1.7910178119643604e-05,1.1312120350808081,1.1310980000000002,1.1309839649191922,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2025-05-07 19:16:37.795614,1.131015,1.131015,1.131015,1.131015,0,1.13101,1.13102,0.0,0.0,1.1311049999999994,1.131091897702527,1.1311329999999997,1.131106274942165,1.1310985000000005,1.1310833782528884,,,,,,44.18972790093562,5.5555555554733145,9.259259259173609,2.4488022539657095e-05,1.131210976645605,1.1310985000000005,1.1309860233543958,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2025-05-07 19:16:38.575040,1.131005,1.131005,1.131005,1.131005,0,1.131,1.13101,0.0,0.0,1.1310749999999996,1.1310629318016847,1.1311169999999997,1.131087861316317,1.1310980000000004,1.1310759136573751,,,,,,42.84389278696505,5.5555555554733145,5.555555555473333,2.3453163786829125e-05,1.1312120350691253,1.1310980000000004,1.1309839649308755,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2025-05-07 19:16:42.260373,1.1310250000000002,1.1310250000000002,1.1310250000000002,1.1310250000000002,0,1.13094,1.13111,0.0,0.0,1.1310569999999995,1.13105028786779,1.131103,1.1310764319860775,1.1310985000000005,1.1310710647376252,,,,,,46.36237033660222,5.555555555596673,5.555555555514452,2.3206509230636402e-05,1.131211154319979,1.1310985000000005,1.130985845680022,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2025-05-07 19:16:43.958329,1.130975,1.130975,1.130975,1.130975,0,1.13097,1.13098,0.0,0.0,1.1310289999999994,1.13102519191186,1.1310869999999997,1.1310579898067907,1.1310965000000004,1.1310619157149941,,,,,,39.77090063614819,5.555555555596673,5.555555555555571,2.5120329999884196e-05,1.131216212141547,1.1310965000000004,1.1309767878584538,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2025-05-07 19:16:44.581899,1.131005,1.131005,1.131005,1.131005,0,1.131,1.13101,0.0,0.0,1.1310049999999996,1.1310184612745733,1.131071,1.1310483552964652,1.1310945000000003,1.131056495170709,,,,,,44.838354196687796,25.555555555537463,12.222222222243621,2.5468877857033503e-05,1.1312188342139133,1.1310945000000003,1.1309701657860873,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2025-05-07 19:16:46.367020,1.131035,1.131035,1.131035,1.131035,0,1.13103,1.13104,0.0,0.0,1.1310089999999993,1.1310239741830488,1.1310569999999998,1.1310459270607442,1.1310945000000003,1.1310544480115938,,,,,,49.42121323741661,53.33333333327412,28.1481481481361,2.5792529438672143e-05,1.1312188342103415,1.1310945000000003,1.1309701657896591,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.112255748800216
2025-05-07 19:16:48.336416,1.131015,1.131015,1.131015,1.131015,0,1.13101,1.13102,0.0,0.0,1.1310109999999995,1.1310209827886992,1.1310429999999998,1.1310403039587908,1.1310910000000005,1.1310506910581086,,,,,,46.63929304238389,75.55555555553747,51.4814814814497,2.5378777335903345e-05,1.1312200581063154,1.1310910000000005,1.1309619418936856,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.400154500646625
2025-05-07 19:16:50.152445,1.130975,1.130975,1.130975,1.130975,0,1.13097,1.13098,0.0,0.0,1.1310009999999995,1.131005655192466,1.1310289999999998,1.131028430511738,1.1310860000000005,1.131043482385908,,,,,,41.59617286007653,55.555555555596676,61.48148148146944,2.642315038334168e-05,1.1312245496121103,1.1310860000000005,1.1309474503878907,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.530798577492835
2025-05-07 19:16:50.719992,1.130975,1.130975,1.130975,1.130975,0,1.13097,1.13098,0.0,0.0,1.1310009999999995,1.1309954367949775,1.1310149999999999,1.13101871587324,1.1310805000000006,1.1310369602539168,,,,,,41.596172860076535,22.222222222263344,51.111111111132516,2.4535782498817273e-05,1.1312272616901644,1.1310805000000006,1.1309337383098368,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.723539505992882
2025-05-07 19:16:52.705987,1.131025,1.131025,1.131025,1.131025,0,1.13102,1.13103,0.0,0.0,1.1310049999999996,1.1310052911966517,1.1310049999999998,1.131019858441742,1.1310750000000005,1.1310358211821152,,,,,,49.51071757801188,27.777777777736663,35.18518518519891,2.6354655177464858e-05,1.1312214240235368,1.1310750000000005,1.1309285759764642,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.81424656869643
2025-05-07 19:16:54.445571,1.13098,1.13098,1.13098,1.13098,0,1.13095,1.13101,0.0,0.0,1.1309939999999996,1.1309968607977678,1.1310015,1.1310126114523342,1.1310672500000005,1.1310305048790565,,,,,,43.76272522093371,31.111111111099603,27.03703703703322,2.768646552192099e-05,1.1312165307550497,1.1310672500000005,1.1309179692449514,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.86363825506553
2025-05-07 19:16:56.279402,1.130855,1.130855,1.130855,1.130855,0,1.1308,1.13091,0.0,0.0,1.1309619999999996,1.1309495738651785,1.1309865000000001,1.130983954824637,1.1310517500000006,1.13101379012867,,,-2.718427257342171e-05,-1.9008134084755014e-06,-2.5283459164946206e-05,32.481905817388515,31.111111111099603,29.99999999997864,3.4637432270366116e-05,1.1312203404601995,1.1310517500000006,1.1308831595398017,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.587381853536417
2025-05-07 19:16:56.645969,1.13085,1.13085,1.13085,1.13085,0,1.13084,1.13086,0.0,0.0,1.1309369999999994,1.1309163825767856,1.1309690000000001,1.1309595994019757,1.1310360000000006,1.1309981910687967,,,-3.7326143715876725e-05,-8.985879469955747e-06,-2.8340264245920978e-05,32.12518650668026,3.333333333362944,21.851851851854068,3.2520472822485165e-05,1.1312176755170464,1.1310360000000006,1.1308543244829548,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.310069544706547
2025-05-07 19:16:58.951252,1.130805,1.130805,1.130805,1.130805,0,1.13075,1.13086,0.0,0.0,1.1309029999999993,1.1308792550511904,1.1309520000000002,1.1309314904197982,1.1310195000000005,1.1309797919193876,,,-4.843642858554098e-05,-1.6875989293072792e-05,-3.156043929246819e-05,29.034681982103788,4.736951571734001e-15,11.481481481487537,3.341186762086842e-05,1.1312210663501259,1.1310195000000005,1.1308179336498752,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.419460576089314
2025-05-07 19:17:00.486325,1.130755,1.130755,1.130755,1.130755,0,1.13075,1.13076,0.0,0.0,1.130848999999999,1.1308378367007936,1.1309270000000002,1.1308994012525622,1.1309990000000005,1.1309583831651602,,,-6.057768962497434e-05,-2.5616329359453102e-05,-3.496136026552124e-05,26.03742530071032,4.736951571734001e-15,1.1111111111210044,3.4596734219385355e-05,1.1312196943469894,1.1309990000000005,1.1307783056530116,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.874014221527386
2025-05-07 19:17:02.438857,1.130765,1.130765,1.130765,1.130765,0,1.13076,1.13077,0.0,0.0,1.1308059999999993,1.1308135578005292,1.1309000000000002,1.1308749646611873,1.1309785000000008,1.1309399657208592,,,-6.86020087912187e-05,-3.421346524580622e-05,-3.438854354541247e-05,27.646155283022438,3.3333333333555424,1.111111111118537,3.283982463229108e-05,1.1312060543713909,1.1309785000000008,1.1307509456286107,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.991941323775432
2025-05-07 19:17:02.801188,1.130765,1.130765,1.130765,1.130765,0,1.13076,1.13077,0.0,0.0,1.1307879999999995,1.1307973718670195,1.1308750000000003,1.130854971086426,1.1309590000000007,1.1309233023188725,,,-7.410707926291948e-05,-4.219218804922888e-05,-3.191489121369061e-05,27.646155283022438,6.842105263204708,3.3918128655201047,3.0494122872841716e-05,1.1311895341460523,1.1309590000000007,1.1307284658539491,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.03001649014862
2025-05-07 19:17:05.208563,1.130815,1.130815,1.130815,1.130815,0,1.13081,1.13082,0.0,0.0,1.1307809999999994,1.1308032479113463,1.1308590000000005,1.1308477036161666,1.1309440000000006,1.1309129878123132,,,-7.358703955540058e-05,-4.847115835046322e-05,-2.511588120493736e-05,35.749876182502284,40.175438596538044,16.783625731032785,3.1887399810487554e-05,1.1311709933771064,1.1309440000000006,1.1307170066228949,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.822677499694947
2025-05-07 19:17:06.536040,1.130765,1.130765,1.130765,1.130765,0,1.13076,1.13077,0.0,0.0,1.1307729999999996,1.1307904986075643,1.1308380000000005,1.1308326665950454,1.1309265000000006,1.13089889373495,,,-7.632960628534136e-05,-5.4042847937438846e-05,-2.228675834790251e-05,31.901965473710707,42.39766081877918,29.805068226174,3.318115696687298e-05,1.1311520238185893,1.1309265000000006,1.130700976181412,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.177973081021705
2025-05-07 19:17:12.775799,1.130765,1.130765,1.130765,1.130765,0,1.13076,1.13077,0.0,0.0,1.1307749999999996,1.1307819990717096,1.1308120000000006,1.1308203635777645,1.1309085000000005,1.130886141950669,,,-7.760848783977536e-05,-5.875597591790615e-05,-1.8852511921869216e-05,31.901965473710703,38.88888888893001,40.48732943474911,3.081107432638205e-05,1.1311250663716081,1.1309085000000005,1.130691933628393,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.50789040653941
2025-05-07 19:17:18.922346,1.130845,1.130845,1.130845,1.130845,0,1.13084,1.13085,0.0,0.0,1.1307909999999997,1.1308029993811397,1.1307985000000005,1.1308248429272618,1.1309000000000005,1.130882223669653,,,-7.134426697397167e-05,-6.127363412911926e-05,-1.0070632844852412e-05,43.23879029059586,38.88888888893001,40.05847953221309,3.432456901736048e-05,1.13111248527941,1.1309000000000005,1.1306875147205908,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.18023346752317
2025-05-07 19:17:25.176432,1.130875,1.130875,1.130875,1.130875,0,1.13087,1.13088,0.0,0.0,1.1308129999999994,1.1308269995874265,1.1308005000000005,1.1308339623950323,1.1308935000000004,1.1308815357011146,,,-6.323019915077666e-05,-6.166494713345074e-05,-1.5652520173259154e-06,46.81452933272852,66.66666666666667,48.148148148175586,3.401567123040433e-05,1.1311006255531237,1.1308935000000004,1.1306863744468771,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.432636773503265
2025-05-07 19:17:31.315775,1.130665,1.130665,1.130665,1.130665,0,1.13066,1.13067,0.0,0.0,1.1307829999999996,1.130772999724951,1.1307820000000004,1.130803241959572,1.1308755000000004,1.1308609132533893,,,-7.290458818776102e-05,-6.39128753443128e-05,-8.99171284344822e-06,31.740939949484375,66.66666666666667,57.40740740742115,4.65859804282357e-05,1.131095929117718,1.1308755000000004,1.1306550708822827,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.96147350775357
2025-05-07 19:17:37.512903,1.130795,1.130795,1.130795,1.130795,0,1.13079,1.1308,0.0,0.0,1.1307889999999996,1.1307803331499673,1.1307810000000003,1.1308017434214679,1.1308665000000002,1.1308546358006857,,,-6.928304582975997e-05,-6.498690944140224e-05,-4.296136388357735e-06,43.803832477620084,53.96825396824389,62.433862433859105,5.254412468335911e-05,1.1310846306897449,1.1308665000000002,1.1306483693102556,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.72119287750528
2025-05-07 19:17:43.699530,1.131065,1.131065,1.131065,1.131065,0,1.13106,1.13107,0.0,0.0,1.1308489999999995,1.1308752220999783,1.1308120000000002,1.1308496082539283,1.1308695000000004,1.1308746704863346,,,-4.411764317535649e-05,-6.0813056188193084e-05,1.6695413012836593e-05,59.723867298197995,53.96825396824389,58.20105820105152,6.807668720597578e-05,1.1310966321097908,1.1308695000000004,1.13064236789021,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.052129550235406
2025-05-07 19:17:53.711977,1.130995,1.130995,1.130995,1.130995,0,1.13094,1.13105,0.0,0.0,1.1308789999999995,1.1309151480666522,1.1308350000000003,1.1308760431168505,1.1308675000000004,1.130886130440017,,,-2.9482440033756774e-05,-5.454693295730582e-05,2.5064492923549047e-05,55.34618757646849,81.46825396824205,63.134920634909975,6.821406669126425e-05,1.1310894121349477,1.1308675000000004,1.130645587865053,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.804988999828606
2025-05-07 19:17:59.655901,1.13103,1.13103,1.13103,1.13103,0,1.131,1.13106,0.0,0.0,1.1309099999999996,1.1309534320444348,1.1308615000000004,1.1309040352774231,1.1308682500000002,1.1308998323028725,,,-1.4888107771504622e-05,-4.661516792014558e-05,3.172706014864096e-05,57.04168820985889,91.24999999999721,75.56216931216109,6.584163335617447e-05,1.1310922427383783,1.1308682500000002,1.1306442572616222,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.889779592647965
2025-05-07 19:18:07.152388,1.131145,1.131145,1.131145,1.131145,0,1.13106,1.13123,0.0,0.0,1.1310059999999997,1.1310172880296232,1.1308945000000004,1.1309478470451644,1.13087675,1.1309231816073608,1.1309901,1.1309901,5.889652351598329e-06,-3.61142038657968e-05,4.200385621739513e-05,62.12974677072411,91.24999999999721,87.98941798941219,6.935294525931109e-05,1.1311275940708907,1.13087675,1.1306259059291095,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.76854179055646
