timestamp,open,high,low,close,volume,bid,ask,body_size,body_percent,sma_5,ema_5,sma_10,ema_10,sma_20,ema_20,sma_50,ema_50,sma_100,ema_100,macd,macd_signal,macd_hist,rsi_14,slowk,slowd,atr,bb_upper,bb_middle,bb_lower,pattern_doji,pattern_hammer,pattern_hanging_man,pattern_engulfing,pattern_evening_star,pattern_morning_star,pattern_shooting_star,pattern_inverted_hammer,pattern_harami,pattern_three_outside,pattern_three_inside,pattern_dark_cloud_cover,pattern_piercing,pattern_spinning_top,pattern_marubozu,bullish_pattern,bearish_pattern,pattern_signal
2025-05-07 19:15:29.154576,1.131205,1.131205,1.131205,1.131205,0,1.1312,1.13121,0.0,0.0,1.1312089999999997,1.13120140114707,1.1312055000000003,1.1311920962351847,,,,,,,,,,58.580738595204785,19.44444444443759,41.666666666595866,3.522959183677403e-05,,,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-07 19:15:29.970302,1.131205,1.131205,1.131205,1.131205,0,1.13115,1.13126,0.0,0.0,1.1312029999999997,1.1312026007647134,1.1312010000000003,1.131194442374242,,,,,,,,,,58.580738595204785,25.396825396970854,26.984126984138936,3.27131924198616e-05,,,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-07 19:15:30.112856,1.131195,1.131195,1.131195,1.131195,0,1.13119,1.1312,0.0,0.0,1.1311969999999998,1.1312000671764755,1.1312020000000003,1.1311945437607434,,,,,,,,,,57.23489494591168,36.50793650808197,27.11640211649682,3.109082153273331e-05,,,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-07 19:15:33.144887,1.131095,1.131095,1.131095,1.131095,0,1.13109,1.1311,0.0,0.0,1.1311779999999998,1.131165044784317,1.1311930000000001,1.1311764448951536,,,,,,,,,,45.882834618181505,25.39682539691603,29.1005291006563,3.601290570896586e-05,,,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-07 19:15:34.921517,1.131145,1.131145,1.131145,1.131145,0,1.13114,1.13115,0.0,0.0,1.1311689999999996,1.1311583631895445,1.1311900000000001,1.1311707276414893,1.1311742500000002,1.1311742500000002,,,,,,,,51.104807893511506,26.26262626265073,29.389129389216254,3.7011983872618686e-05,1.1312672701571056,1.1311742500000002,1.1310812298428947,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-07 19:15:35.181797,1.131135,1.131135,1.131135,1.131135,0,1.13113,1.13114,0.0,0.0,1.1311549999999997,1.1311505754596964,1.1311820000000001,1.131164231706673,1.13117525,1.1311705119047621,,,,,,,,50.06430691808694,27.272727272757862,26.310726310774886,3.50825564531506e-05,1.1312661056486106,1.13117525,1.1310843943513895,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-07 19:15:36.034448,1.131145,1.131145,1.131145,1.131145,0,1.13114,1.13115,0.0,0.0,1.1311429999999998,1.131148716973131,1.131173,1.1311607350327324,1.13117675,1.1311680821995467,,,,,,,,51.135719937567835,43.93939393946153,32.49158249162338,3.329094527793024e-05,1.131264515309487,1.13117675,1.1310889846905132,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-07 19:15:36.279919,1.131135,1.131135,1.131135,1.131135,0,1.13113,1.13114,0.0,0.0,1.1311309999999999,1.131144144648754,1.131164,1.131156055935872,1.13117775,1.1311649315138756,,,,,,,,49.980847187393806,55.454545454558975,42.22222222225947,3.162730632951133e-05,1.1312631007451188,1.13117775,1.1310923992548811,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-07 19:15:36.280544,1.131135,1.131135,1.131135,1.131135,0,1.13113,1.13114,0.0,0.0,1.131139,1.1311410964325026,1.1311585000000002,1.1311522275838952,1.13117925,1.1311620808935066,,,,,,,,49.980847187393806,43.33333333334074,47.575757575787094,2.9368213020260523e-05,1.1312603841502995,1.13117925,1.1310981158497004,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-07 19:15:39.387942,1.131085,1.131085,1.131085,1.131085,0,1.13108,1.13109,0.0,0.0,1.1311269999999998,1.1311223976216684,1.131148,1.1311400043868234,1.1311727499999997,1.1311547398560298,,,,,,,,44.193170173488,26.66666666663707,41.81818181817894,3.084191209024945e-05,1.1312618272222426,1.1311727499999997,1.131083672777757,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-07 19:15:41.154087,1.130985,1.130985,1.130985,1.130985,0,1.13092,1.13105,0.0,0.0,1.131097,1.1310765984144455,1.131126,1.1311118217710372,1.1311657499999996,1.1311385741554556,,,,,,,,35.371207128920666,9.473903143468002e-15,23.333333333325957,3.57817755123737e-05,1.1312854694715748,1.1311657499999996,1.1310460305284245,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-07 19:15:41.516307,1.130985,1.130985,1.130985,1.130985,0,1.13098,1.13099,0.0,0.0,1.131065,1.1310460656096304,1.131104,1.1310887632672122,1.1311524999999996,1.1311239480454123,,,,,,,,35.371207128920666,9.473903143468002e-15,8.888888888879048,3.322593440434701e-05,1.1312894123912693,1.1311524999999996,1.1310155876087298,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-07 19:15:42.149334,1.130975,1.130975,1.130975,1.130975,0,1.13097,1.13098,0.0,0.0,1.131033,1.131022377073087,1.1310820000000001,1.13106807903681,1.1311419999999996,1.1311097625172777,,,,,,,,34.57083976111827,9.473903143468002e-15,2.8026963466092842e-14,3.1566939089739615e-05,1.1312981857915605,1.1311419999999996,1.1309858142084388,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-07 19:15:42.224140,1.130975,1.130975,1.130975,1.130975,0,1.13097,1.13098,0.0,0.0,1.131001,1.1310065847153914,1.13107,1.1310511555755718,1.1311314999999997,1.1310969279918226,,,,,,,,34.570839761118265,9.473903143468002e-15,2.8026963466092842e-14,2.9312157726186783e-05,1.1313022659211815,1.1311314999999997,1.130960734078818,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-07 19:15:42.239380,1.130975,1.130975,1.130975,1.130975,0,1.13097,1.13098,0.0,0.0,1.1309790000000002,1.1309960564769277,1.131053,1.131037309107286,1.1311214999999997,1.1310853158021252,,,,,,,,34.57083976111827,9.473903143468002e-15,2.8026963466092842e-14,2.72184321743163e-05,1.131303930809289,1.1311214999999997,1.1309390691907104,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-07 19:15:45.558888,1.13096,1.13096,1.13096,1.13096,0,1.13092,1.131,0.0,0.0,1.1309740000000001,1.1309840376512852,1.1310354999999999,1.1310232529059614,1.1311087499999997,1.1310733809638276,,,,,,,,33.16490999994522,9.473903143468002e-15,2.8026963466092842e-14,2.634568701901501e-05,1.1312987467122222,1.1311087499999997,1.1309187532877771,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-07 19:15:47.578849,1.1309749999999998,1.1309749999999998,1.1309749999999998,1.1309749999999998,0,1.13089,1.13106,0.0,0.0,1.1309720000000003,1.1309810251008567,1.1310185,1.131014479650332,1.1310957499999996,1.1310640113482249,,,,,,,,35.96922711519069,33.333333332839906,11.111111110946661,2.553528080336224e-05,1.1312849925694675,1.1310957499999996,1.1309065074305318,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-07 19:15:47.997979,1.130995,1.130995,1.130995,1.130995,0,1.13099,1.131,0.0,0.0,1.130976,1.1309856834005712,1.1310045,1.1310109378957263,1.1310842499999993,1.13105743883887,,,,,,,,39.60776663138001,66.66666666617324,33.33333333300441,2.513990360313144e-05,1.1312685669894795,1.1310842499999993,1.1308999330105192,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
