timestamp,open,high,low,close,volume,bid,ask,body_size,body_percent,sma_5,ema_5,sma_10,ema_10,sma_20,ema_20,macd,macd_signal,macd_hist,rsi_14,slowk,slowd,atr,bb_upper,bb_middle,bb_lower,pattern_doji,pattern_hammer,pattern_hanging_man,pattern_engulfing,pattern_evening_star,pattern_morning_star,pattern_shooting_star,pattern_inverted_hammer,pattern_harami,pattern_three_outside,pattern_three_inside,pattern_dark_cloud_cover,pattern_piercing,pattern_spinning_top,pattern_marubozu,bullish_pattern,bearish_pattern,pattern_signal
2025-05-08 07:29:15.620424,1.128835,1.128835,1.128835,1.128835,0.0,1.12883,1.12884,0.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-08 07:29:18.340242,1.128835,1.128835,1.128835,1.128835,0.0,1.12883,1.12884,0.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-08 07:29:20.912773,1.128845,1.128845,1.128845,1.128845,0.0,1.12884,1.12885,0.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-08 07:29:21.027946,1.128845,1.128845,1.128845,1.128845,0.0,1.12884,1.12885,0.0,0.0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-08 07:29:21.072935,1.128845,1.128845,1.128845,1.128845,0.0,1.12884,1.12885,0.0,0.0,1.128841,1.128841,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-08 07:29:21.148433,1.128845,1.128845,1.128845,1.128845,0.0,1.12884,1.12885,0.0,0.0,1.1288430000000003,1.1288423333333333,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-08 07:29:21.365135,1.128845,1.128845,1.128845,1.128845,0.0,1.12884,1.12885,0.0,0.0,1.128845,1.1288432222222222,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-08 07:29:24.060648,1.128865,1.128865,1.128865,1.128865,0.0,1.12886,1.12887,0.0,0.0,1.1288490000000002,1.1288504814814815,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-08 07:29:26.621056,1.128765,1.128765,1.128765,1.128765,0.0,1.12876,1.12877,0.0,0.0,1.1288330000000002,1.128821987654321,,,,,,,,,33.333333333333336,55.555555555555564,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-08 07:29:26.739916,1.128795,1.128795,1.128795,1.128795,0.0,1.12873,1.12886,0.0,0.0,1.1288230000000001,1.1288129917695473,1.128832,1.128832,,,,,,,43.33333333332593,47.77777777777532,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-08 07:29:26.744222,1.128795,1.128795,1.128795,1.128795,0.0,1.12873,1.12886,0.0,0.0,1.1288130000000003,1.1288069945130315,1.128828,1.1288252727272727,,,,,,,19.9999999999852,32.22222222221483,,,,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-08 07:29:26.824899,1.128795,1.128795,1.128795,1.128795,0.0,1.12873,1.12886,0.0,0.0,1.1288030000000002,1.128802996342021,1.128824,1.1288197685950414,,,,,,,29.9999999999778,31.111111111096317,,,,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-08 07:29:27.028472,1.128725,1.128725,1.128725,1.128725,0.0,1.12872,1.12873,0.0,0.0,1.1287750000000003,1.1287769975613473,1.128812,1.1288025379413975,,,,,,,19.9999999999852,23.333333333316073,,,,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-08 07:29:30.229906,1.128745,1.128745,1.128745,1.128745,0.0,1.12874,1.12875,0.0,0.0,1.1287710000000004,1.128766331707565,1.1288019999999999,1.128792076497507,,,,,,,19.523809523862543,23.17460317460852,,,,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-08 07:29:32.518656,1.128735,1.128735,1.128735,1.128735,0.0,1.12873,1.12874,0.0,0.0,1.1287590000000003,1.1287558878050432,1.128791,1.1287816989525057,,,,,,30.76923076924391,14.285714285804916,17.936507936550893,1.8571428571439214e-05,,,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-08 07:29:38.349328,1.128745,1.128745,1.128745,1.128745,0.0,1.12874,1.12875,0.0,0.0,1.1287490000000004,1.1287522585366956,1.128781,1.1287750264156864,,,,,,33.522727272755695,23.80952380967486,19.206349206447445,1.7959183673483953e-05,,,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-08 07:29:44.171711,1.128725,1.128725,1.128725,1.128725,0.0,1.12872,1.12873,0.0,0.0,1.1287350000000003,1.128743172357797,1.128769,1.1287659307037434,,,,,,30.87761674719416,14.28571428580492,17.46031746042824,1.8104956268244455e-05,,,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-08 07:29:49.870605,1.12873,1.12873,1.12873,1.12873,0.0,1.12869,1.12877,0.0,0.0,1.1287360000000004,1.1287387815718646,1.1287555,1.1287593978485173,,,,,,32.31548304932499,17.857142857203282,18.65079365089436,1.716888796337219e-05,,,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-08 07:29:55.574342,1.128675,1.128675,1.128675,1.128675,0.0,1.12867,1.12868,0.0,0.0,1.1287220000000002,1.1287175210479097,1.1287465,1.1287440527851504,,,,,,25.926625969885826,8.333333333333337,13.492063492113855,1.9871110251696766e-05,,,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-08 07:30:01.245169,1.128685,1.128685,1.128685,1.128685,0.0,1.12868,1.12869,0.0,0.0,1.1287120000000004,1.1287066806986064,1.1287355000000001,1.1287333159151232,1.12878375,1.12878375,,,,28.687215943960005,13.095238095162573,13.095238095233071,1.916603094799296e-05,1.1289004494064248,1.12878375,1.1286670505935752,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-08 07:30:06.977024,1.128735,1.128735,1.128735,1.128735,0.0,1.12873,1.12874,0.0,0.0,1.1287100000000003,1.1287161204657377,1.1287295000000002,1.1287336221123736,1.12877875,1.1287791071428572,,,,40.6061163495974,38.09523809516258,19.841269841219503,2.1368457308858143e-05,1.1288948049501204,1.12877875,1.1286626950498795,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-08 07:30:12.670587,1.128745,1.128745,1.128745,1.128745,0.0,1.12874,1.12875,0.0,0.0,1.1287140000000002,1.1287257469771586,1.1287245000000001,1.1287356908192148,1.12877425,1.1287758588435375,,,,42.669909219346565,71.42857142849591,40.873015872940364,2.055642464394438e-05,1.1288881918788793,1.12877425,1.1286603081211206,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-08 07:30:18.385891,1.128815,1.128815,1.128815,1.128815,0.0,1.12881,1.12882,0.0,0.0,1.1287310000000002,1.1287554979847723,1.1287335000000003,1.1287501106702666,1.12877275,1.1287795865727244,,,,54.56999065317938,100.0,69.84126984121951,2.408810859793353e-05,1.1288836767821397,1.12877275,1.1286618232178602,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
