timestamp,open,high,low,close,volume,bid,ask,body_size,body_percent,sma_5,ema_5,sma_10,ema_10,sma_20,ema_20,macd,macd_signal,macd_hist,rsi_14,slowk,slowd,atr,bb_upper,bb_middle,bb_lower,pattern_doji,pattern_hammer,pattern_hanging_man,pattern_engulfing,pattern_evening_star,pattern_morning_star,pattern_shooting_star,pattern_inverted_hammer,pattern_harami,pattern_three_outside,pattern_three_inside,pattern_dark_cloud_cover,pattern_piercing,pattern_spinning_top,pattern_marubozu,bullish_pattern,bearish_pattern,pattern_signal
2025-05-07 19:16:56.645969,1.13085,1.13085,1.13085,1.13085,0,1.13084,1.13086,0.0,0.0,1.130937,1.1309155061728395,1.1309690000000001,1.1309616818181818,,,,,,,3.333333333362939,21.85185185185405,,,,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-07 19:16:58.951252,1.130805,1.130805,1.130805,1.130805,0,1.13075,1.13086,0.0,0.0,1.130903,1.130878670781893,1.1309520000000002,1.130933194214876,,,,,,,0.0,11.481481481487515,,,,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-07 19:17:00.486325,1.130755,1.130755,1.130755,1.130755,0,1.13075,1.13076,0.0,0.0,1.130849,1.1308374471879286,1.1309270000000002,1.1309007952667167,,,,,,,0.0,1.1111111111209826,,,,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-07 19:17:02.438857,1.130765,1.130765,1.130765,1.130765,0,1.13076,1.13077,0.0,0.0,1.130806,1.1308132981252856,1.1309000000000002,1.1308761052182228,,,,,,,3.333333333355538,1.1111111111185155,,,,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-07 19:17:02.801188,1.130765,1.130765,1.130765,1.130765,0,1.13076,1.13077,0.0,0.0,1.1307880000000001,1.1307971987501904,1.1308750000000003,1.130855904269455,,,,,,23.999999999982236,6.8421052632047035,3.3918128655200834,3.571428571428178e-05,,,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-07 19:17:05.208563,1.130815,1.130815,1.130815,1.130815,0,1.13081,1.13082,0.0,0.0,1.1307810000000003,1.1308031325001269,1.1308590000000005,1.130848467129554,,,,,,31.388888888858048,40.17543859653804,16.78362573103276,3.673469387753905e-05,,,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-07 19:17:06.536040,1.130765,1.130765,1.130765,1.130765,0,1.13076,1.13077,0.0,0.0,1.1307730000000003,1.1307904216667513,1.1308380000000005,1.130833291287817,,,,,,28.413926499010355,42.397660818779165,29.805068226173972,3.768221574342079e-05,,,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-07 19:17:12.775799,1.130765,1.130765,1.130765,1.130765,0,1.13076,1.13077,0.0,0.0,1.1307750000000003,1.1307819477778343,1.1308120000000006,1.1308208746900321,,,,,,28.413926499010355,38.888888888930005,40.48732943474908,3.4990628904605024e-05,,,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-07 19:17:18.922346,1.130845,1.130845,1.130845,1.130845,0,1.13084,1.13085,0.0,0.0,1.1307910000000003,1.130802965185223,1.1307985000000005,1.1308252611100262,,,,,,39.120824143409926,38.888888888930005,40.05847953221306,3.820558398285324e-05,,,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-07 19:17:25.176432,1.130875,1.130875,1.130875,1.130875,0,1.13087,1.13088,0.0,0.0,1.1308130000000003,1.1308269767901487,1.1308005000000005,1.130834304544567,1.1308935000000002,1.1308935000000002,,,,42.588586286744004,66.66666666666667,48.14814814817557,3.761947084121905e-05,1.1311006255616998,1.1308935000000002,1.1306863744383007,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-07 19:17:31.315775,1.130665,1.130665,1.130665,1.130665,0,1.13066,1.13067,0.0,0.0,1.1307830000000003,1.1307729845267658,1.1307820000000004,1.1308035219001003,1.1308755000000001,1.1308717380952382,,,,29.794704316451938,66.66666666666667,57.407407407421125,4.993236578113508e-05,1.1310959291257765,1.1308755000000001,1.1306550708742238,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-07 19:17:37.512903,1.130795,1.130795,1.130795,1.130795,0,1.13079,1.1308,0.0,0.0,1.1307890000000003,1.130780323017844,1.1307810000000003,1.1308019724637184,1.1308665000000002,1.1308644297052155,,,,41.5087914826272,53.96825396824389,62.43386243385908,5.565148251105139e-05,1.1310846306938165,1.1308665000000002,1.130648369306184,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-07 19:17:43.699530,1.131065,1.131065,1.131065,1.131065,0,1.13106,1.13107,0.0,0.0,1.1308490000000002,1.1308752153452293,1.1308120000000002,1.1308497956521333,1.1308695,1.130883531638052,,,,57.405233108512036,53.96825396824389,58.201058201051495,7.096209090311861e-05,1.131096632123477,1.1308695,1.130642367876523,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-07 19:17:53.711977,1.130995,1.130995,1.130995,1.130995,0,1.13094,1.13105,0.0,0.0,1.1308790000000002,1.130915143563486,1.1308350000000003,1.1308761964426546,1.1308675,1.1308941476725234,,,,53.35653059882372,81.46825396824205,63.13492063490995,7.089337012432545e-05,1.1310894121509567,1.1308675,1.1306455878490431,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-07 19:17:59.655901,1.13103,1.13103,1.13103,1.13103,0,1.131,1.13106,0.0,0.0,1.1309100000000003,1.130953429042324,1.1308615000000004,1.1309041607258083,1.1308682499999998,1.130907085989426,,,,55.06309327774145,91.24999999999721,75.56216931216106,6.832955797258844e-05,1.1310922427542385,1.1308682499999998,1.1306442572457611,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-07 19:18:07.152388,1.131145,1.131145,1.131145,1.131145,0,1.13106,1.13123,0.0,0.0,1.1310060000000004,1.131017286028216,1.1308945000000004,1.1309479496847523,1.1308767499999999,1.1309297444666235,,,,60.213920926331966,91.24999999999721,87.98941798941217,7.166316097455264e-05,1.1311275940832832,1.1308767499999999,1.1306259059167165,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
