timestamp,open,high,low,close,volume,bid,ask
2025-05-07 11:39:44.754988,1.1362700000000001,1.1362700000000001,1.1362700000000001,1.1362700000000001,0,1.13623,1.13631
2025-05-07 11:39:50.812998,1.136235,1.136235,1.136235,1.136235,0,1.13623,1.13624
2025-05-07 11:39:56.908937,1.1362649999999999,1.1362649999999999,1.1362649999999999,1.1362649999999999,0,1.13626,1.13627
2025-05-07 11:40:02.992761,1.136275,1.136275,1.136275,1.136275,0,1.13627,1.13628
2025-05-07 11:40:08.676236,1.136245,1.136245,1.136245,1.136245,0,1.13624,1.13625
2025-05-07 11:40:14.828675,1.136225,1.136225,1.136225,1.136225,0,1.13622,1.13623
2025-05-07 11:40:20.589398,1.136225,1.136225,1.136225,1.136225,0,1.13622,1.13623
2025-05-07 11:40:26.258934,1.136225,1.136225,1.136225,1.136225,0,1.13622,1.13623
2025-05-07 11:40:32.345797,1.136275,1.136275,1.136275,1.136275,0,1.13622,1.13633
2025-05-07 11:40:38.192702,1.1363349999999999,1.1363349999999999,1.1363349999999999,1.1363349999999999,0,1.13633,1.13634
2025-05-07 11:40:44.268285,1.136315,1.136315,1.136315,1.136315,0,1.13631,1.13632
2025-05-07 11:40:50.350075,1.136225,1.136225,1.136225,1.136225,0,1.13622,1.13623
2025-05-07 11:40:56.431526,1.136235,1.136235,1.136235,1.136235,0,1.13623,1.13624
2025-05-07 11:41:02.508585,1.1362999999999999,1.1362999999999999,1.1362999999999999,1.1362999999999999,0,1.13627,1.13633
2025-05-07 11:41:08.188638,1.1362649999999999,1.1362649999999999,1.1362649999999999,1.1362649999999999,0,1.13621,1.13632
2025-05-07 11:41:13.940695,1.136345,1.136345,1.136345,1.136345,0,1.13634,1.13635
2025-05-07 11:41:20.111692,1.136455,1.136455,1.136455,1.136455,0,1.13645,1.13646
2025-05-07 11:41:26.074540,1.136595,1.136595,1.136595,1.136595,0,1.13659,1.1366
2025-05-07 11:41:31.839201,1.136565,1.136565,1.136565,1.136565,0,1.13656,1.13657
2025-05-07 11:41:37.584259,1.136625,1.136625,1.136625,1.136625,0,1.13662,1.13663
2025-05-07 11:41:43.660465,1.1367150000000001,1.1367150000000001,1.1367150000000001,1.1367150000000001,0,1.13671,1.13672
2025-05-07 11:41:49.312845,1.1367150000000001,1.1367150000000001,1.1367150000000001,1.1367150000000001,0,1.13671,1.13672
2025-05-07 11:41:54.987180,1.136835,1.136835,1.136835,1.136835,0,1.13683,1.13684
2025-05-07 11:42:00.757813,1.1368749999999999,1.1368749999999999,1.1368749999999999,1.1368749999999999,0,1.13687,1.13688
2025-05-07 11:42:06.422464,1.13693,1.13693,1.13693,1.13693,0,1.1369,1.13696
2025-05-07 11:42:12.911613,1.1370149999999999,1.1370149999999999,1.1370149999999999,1.1370149999999999,0,1.13701,1.13702
2025-05-07 11:42:18.628178,1.1369850000000001,1.1369850000000001,1.1369850000000001,1.1369850000000001,0,1.13698,1.13699
2025-05-07 11:42:24.279805,1.137065,1.137065,1.137065,1.137065,0,1.13706,1.13707
2025-05-07 11:42:30.926536,1.137075,1.137075,1.137075,1.137075,0,1.13707,1.13708
2025-05-07 11:42:36.589359,1.137025,1.137025,1.137025,1.137025,0,1.13702,1.13703
2025-05-07 11:42:42.293004,1.137025,1.137025,1.137025,1.137025,0,1.13702,1.13703
2025-05-07 11:42:48.049653,1.1369500000000001,1.1369500000000001,1.1369500000000001,1.1369500000000001,0,1.13691,1.13699
2025-05-07 11:42:53.719266,1.1368749999999999,1.1368749999999999,1.1368749999999999,1.1368749999999999,0,1.13687,1.13688
2025-05-07 11:42:59.397305,1.136935,1.136935,1.136935,1.136935,0,1.13693,1.13694
2025-05-07 11:43:05.099237,1.136905,1.136905,1.136905,1.136905,0,1.13685,1.13696
2025-05-07 11:43:10.799175,1.1369500000000001,1.1369500000000001,1.1369500000000001,1.1369500000000001,0,1.1368,1.1371
2025-05-07 11:43:16.489601,1.136955,1.136955,1.136955,1.136955,0,1.13695,1.13696
2025-05-07 11:43:22.179002,1.1369449999999999,1.1369449999999999,1.1369449999999999,1.1369449999999999,0,1.13694,1.13695
2025-05-07 11:43:28.119938,1.136955,1.136955,1.136955,1.136955,0,1.13695,1.13696
2025-05-07 11:43:33.822304,1.136795,1.136795,1.136795,1.136795,0,1.13679,1.1368
2025-05-07 11:43:39.479267,1.136845,1.136845,1.136845,1.136845,0,1.13679,1.1369
2025-05-07 11:43:45.187518,1.1368749999999999,1.1368749999999999,1.1368749999999999,1.1368749999999999,0,1.13687,1.13688
2025-05-07 11:43:51.079337,1.1368749999999999,1.1368749999999999,1.1368749999999999,1.1368749999999999,0,1.13687,1.13688
2025-05-07 11:43:56.908857,1.1369150000000001,1.1369150000000001,1.1369150000000001,1.1369150000000001,0,1.13691,1.13692
2025-05-07 11:44:02.609620,1.13685,1.13685,1.13685,1.13685,0,1.13682,1.13688
2025-05-07 11:44:08.403544,1.13682,1.13682,1.13682,1.13682,0,1.13678,1.13686
2025-05-07 11:44:14.099546,1.136865,1.136865,1.136865,1.136865,0,1.13686,1.13687
2025-05-07 11:44:19.861641,1.1369500000000001,1.1369500000000001,1.1369500000000001,1.1369500000000001,0,1.13691,1.13699
2025-05-07 11:44:25.576840,1.1369500000000001,1.1369500000000001,1.1369500000000001,1.1369500000000001,0,1.13692,1.13698
2025-05-07 11:44:31.319754,1.136965,1.136965,1.136965,1.136965,0,1.13696,1.13697
2025-05-07 11:44:36.987395,1.136995,1.136995,1.136995,1.136995,0,1.13694,1.13705
2025-05-07 11:44:42.676499,1.136965,1.136965,1.136965,1.136965,0,1.13696,1.13697
2025-05-07 11:44:48.334341,1.1366749999999999,1.1366749999999999,1.1366749999999999,1.1366749999999999,0,1.13662,1.13673
2025-05-07 11:44:54.044769,1.136805,1.136805,1.136805,1.136805,0,1.13674,1.13687
2025-05-07 11:44:59.698083,1.1367150000000001,1.1367150000000001,1.1367150000000001,1.1367150000000001,0,1.13671,1.13672
2025-05-07 11:45:05.446375,1.136565,1.136565,1.136565,1.136565,0,1.13656,1.13657
2025-05-07 11:45:11.161286,1.136485,1.136485,1.136485,1.136485,0,1.13643,1.13654
2025-05-07 11:45:16.853865,1.13649,1.13649,1.13649,1.13649,0,1.13645,1.13653
2025-05-07 11:45:22.528611,1.136465,1.136465,1.136465,1.136465,0,1.13646,1.13647
2025-05-07 11:45:28.338610,1.136455,1.136455,1.136455,1.136455,0,1.13645,1.13646
2025-05-07 11:45:33.992604,1.136475,1.136475,1.136475,1.136475,0,1.13647,1.13648
2025-05-07 11:45:39.868450,1.136475,1.136475,1.136475,1.136475,0,1.13647,1.13648
2025-05-07 11:45:45.535487,1.136505,1.136505,1.136505,1.136505,0,1.1365,1.13651
2025-05-07 11:45:51.198357,1.13665,1.13665,1.13665,1.13665,0,1.13662,1.13668
2025-05-07 11:45:57.132306,1.136635,1.136635,1.136635,1.136635,0,1.13663,1.13664
2025-05-07 11:46:03.317073,1.1366749999999999,1.1366749999999999,1.1366749999999999,1.1366749999999999,0,1.13667,1.13668
2025-05-07 11:46:09.346653,1.136665,1.136665,1.136665,1.136665,0,1.13666,1.13667
2025-05-07 11:46:15.273728,1.1366749999999999,1.1366749999999999,1.1366749999999999,1.1366749999999999,0,1.13667,1.13668
2025-05-07 11:46:21.446334,1.1365750000000001,1.1365750000000001,1.1365750000000001,1.1365750000000001,0,1.13657,1.13658
2025-05-07 11:46:27.489802,1.136625,1.136625,1.136625,1.136625,0,1.13662,1.13663
2025-05-07 11:46:33.638079,1.1366049999999999,1.1366049999999999,1.1366049999999999,1.1366049999999999,0,1.13658,1.13663
2025-05-07 11:46:39.882004,1.136565,1.136565,1.136565,1.136565,0,1.13656,1.13657
2025-05-07 11:46:45.921480,1.13655,1.13655,1.13655,1.13655,0,1.13652,1.13658
2025-05-07 11:46:51.963273,1.1365750000000001,1.1365750000000001,1.1365750000000001,1.1365750000000001,0,1.13657,1.13658
2025-05-07 11:46:58.106216,1.136565,1.136565,1.136565,1.136565,0,1.13656,1.13657
2025-05-07 11:47:04.149967,1.1365750000000001,1.1365750000000001,1.1365750000000001,1.1365750000000001,0,1.13657,1.13658
2025-05-07 11:47:10.191860,1.136565,1.136565,1.136565,1.136565,0,1.13656,1.13657
2025-05-07 11:47:16.440424,1.13656,1.13656,1.13656,1.13656,0,1.13652,1.1366
2025-05-07 11:47:22.479930,1.136415,1.136415,1.136415,1.136415,0,1.13641,1.13642
2025-05-07 11:47:28.626931,1.1363750000000001,1.1363750000000001,1.1363750000000001,1.1363750000000001,0,1.13637,1.13638
2025-05-07 11:47:34.650527,1.136425,1.136425,1.136425,1.136425,0,1.13642,1.13643
2025-05-07 11:47:40.810510,1.13665,1.13665,1.13665,1.13665,0,1.1365,1.1368
2025-05-07 11:47:46.952324,1.136435,1.136435,1.136435,1.136435,0,1.13643,1.13644
2025-05-07 11:47:53.097680,1.136435,1.136435,1.136435,1.136435,0,1.13643,1.13644
2025-05-07 11:47:59.138926,1.13643,1.13643,1.13643,1.13643,0,1.1364,1.13646
2025-05-07 11:48:05.776413,1.136385,1.136385,1.136385,1.136385,0,1.13633,1.13644
2025-05-07 11:49:04.700745,1.136145,1.136145,1.136145,1.136145,0,1.13614,1.13615
2025-05-07 11:50:03.231234,1.136255,1.136255,1.136255,1.136255,0,1.13625,1.13626
2025-05-07 11:54:08.986950,1.135985,1.135985,1.135985,1.135985,0,1.13598,1.13599
2025-05-07 11:56:10.355801,1.1363750000000001,1.1363750000000001,1.1363750000000001,1.1363750000000001,0,1.13637,1.13638
2025-05-07 11:56:16.297596,1.136415,1.136415,1.136415,1.136415,0,1.13641,1.13642
2025-05-07 11:56:22.442886,1.13636,1.13636,1.13636,1.13636,0,1.13632,1.1364
2025-05-07 11:56:28.688909,1.1362649999999999,1.1362649999999999,1.1362649999999999,1.1362649999999999,0,1.13626,1.13627
2025-05-07 11:56:34.850067,1.13626,1.13626,1.13626,1.13626,0,1.13623,1.13629
2025-05-07 11:56:40.973401,1.13633,1.13633,1.13633,1.13633,0,1.13629,1.13637
2025-05-07 11:57:30.409381,1.136055,1.136055,1.136055,1.136055,0,1.13605,1.13606
2025-05-07 11:58:25.630465,1.135705,1.135705,1.135705,1.135705,0,1.1357,1.13571
2025-05-07 12:00:24.080440,1.135745,1.135745,1.135745,1.135745,0,1.13574,1.13575
2025-05-07 12:04:19.935887,1.136075,1.136075,1.136075,1.136075,0,1.13607,1.13608
2025-05-07 12:04:26.187344,1.1361050000000001,1.1361050000000001,1.1361050000000001,1.1361050000000001,0,1.1361,1.13611
2025-05-07 12:04:32.221628,1.13609,1.13609,1.13609,1.13609,0,1.13606,1.13612
2025-05-07 12:04:38.266771,1.1361050000000001,1.1361050000000001,1.1361050000000001,1.1361050000000001,0,1.1361,1.13611
2025-05-07 12:04:44.356694,1.13602,1.13602,1.13602,1.13602,0,1.13598,1.13606
2025-05-07 12:09:14.212971,1.136175,1.136175,1.136175,1.136175,0,1.13617,1.13618
2025-05-07 12:09:20.486748,1.13613,1.13613,1.13613,1.13613,0,1.13609,1.13617
2025-05-07 12:09:26.628816,1.136025,1.136025,1.136025,1.136025,0,1.13597,1.13608
2025-05-07 12:09:33.079419,1.136015,1.136015,1.136015,1.136015,0,1.13601,1.13602
2025-05-07 12:09:39.736046,1.1360450000000002,1.1360450000000002,1.1360450000000002,1.1360450000000002,0,1.13599,1.1361
2025-05-07 12:09:46.037649,1.1360649999999999,1.1360649999999999,1.1360649999999999,1.1360649999999999,0,1.13606,1.13607
2025-05-07 12:10:17.730686,1.136145,1.136145,1.136145,1.136145,0,1.13614,1.13615
2025-05-07 12:10:24.076033,1.136155,1.136155,1.136155,1.136155,0,1.13615,1.13616
2025-05-07 12:10:30.353096,1.136275,1.136275,1.136275,1.136275,0,1.13627,1.13628
2025-05-07 12:10:36.759510,1.136235,1.136235,1.136235,1.136235,0,1.13623,1.13624
2025-05-07 12:10:43.061663,1.1363349999999999,1.1363349999999999,1.1363349999999999,1.1363349999999999,0,1.13633,1.13634
2025-05-07 12:11:57.948553,1.136175,1.136175,1.136175,1.136175,0,1.13617,1.13618
2025-05-07 12:17:34.646437,1.135855,1.135855,1.135855,1.135855,0,1.13585,1.13586
2025-05-07 12:18:06.778808,1.135955,1.135955,1.135955,1.135955,0,1.13595,1.13596
2025-05-07 12:24:04.483024,1.136165,1.136165,1.136165,1.136165,0,1.13616,1.13617
2025-05-07 12:27:46.683328,1.136155,1.136155,1.136155,1.136155,0,1.13615,1.13616
2025-05-07 12:30:58.607260,1.1362649999999999,1.1362649999999999,1.1362649999999999,1.1362649999999999,0,1.13624,1.13629
2025-05-07 12:33:01.813252,1.136165,1.136165,1.136165,1.136165,0,1.13616,1.13617
2025-05-07 12:33:07.954051,1.13612,1.13612,1.13612,1.13612,0,1.13608,1.13616
2025-05-07 12:33:14.202862,1.1360649999999999,1.1360649999999999,1.1360649999999999,1.1360649999999999,0,1.13606,1.13607
2025-05-07 12:33:20.339685,1.136025,1.136025,1.136025,1.136025,0,1.136,1.13605
2025-05-07 12:33:26.487815,1.13602,1.13602,1.13602,1.13602,0,1.13599,1.13605
2025-05-07 12:33:32.836479,1.136025,1.136025,1.136025,1.136025,0,1.13602,1.13603
2025-05-07 12:33:39.079030,1.136025,1.136025,1.136025,1.136025,0,1.13596,1.13609
2025-05-07 12:33:45.423677,1.1360649999999999,1.1360649999999999,1.1360649999999999,1.1360649999999999,0,1.13606,1.13607
2025-05-07 12:33:51.670221,1.136075,1.136075,1.136075,1.136075,0,1.13601,1.13614
